Шлях до файлу,Справжній клас,Розпізнаний клас
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-sPSp-d0HN1yE-GfMxHSrtQHaF7.jpeg,cane,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-1pWXyYosDRHiDD4jRKZA0AHaFj.jpeg,cane,cavallo
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-cNIb_cAIERZy-4m5qm4cuAHaFi.jpeg,cane,gallina
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cavallo/OIP-oJ8napQN6zLA5MG3qOI20AHaEK.jpeg,cavallo,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/gallina/OIP-lrNiP4n7btiPnqAzaB__3wHaFj.jpeg,gallina,pecora
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/pecora/OIP-fh-3VA2IFJyKDgiGEPKESQHaFX.jpeg,pecora,pecora
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/mucca/OIP-8g2b87FExH7KawF6lqV9aQAAAA.jpeg,mucca,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/farfalla/OIP-TfYs3tHczbuhAgCUaHoMnAHaHy.jpeg,farfalla,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-uc0Qk3SptgXWxqPCAgUlfAHaHD.jpeg,cane,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cavallo/OIP-uDY390fABKw-1tTan-pLaQHaFc.jpeg,cavallo,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/scoiattolo/OIP-AyDZqNP7X_279FX1LCC-9wAAAA.jpeg,scoiattolo,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cavallo/OIP-yvj9D29ksmQgJ6LvWpQlrQHaFj.jpeg,cavallo,pecora
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/OIP-OD-LVdbKDuHQFC5OPezyTwHaIN.jpeg,ragno,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-l5Bwpe1u1AunfD8qU1gVIQHaGS.jpeg,cane,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-P8Z0qg-Is5jFetmonXuBlwAAAA.jpeg,cane,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/farfalla/OIP-dvUoIOMuocmKJ-TkSXSx3QHaEK.jpeg,farfalla,pecora
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/gallina/OIP-DSvB2BHZvssXiEXQxunO6QHaHa.jpeg,gallina,gallina
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/gallina/OIP-EJmJ3QtdcIKThmKl7hN6vAHaFj.jpeg,gallina,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/gatto/646.jpeg,gatto,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-z1IPLHRjG7f0Mkh5iH-y6QHaFi.jpeg,cane,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/mucca/OIP-LvXKqh8EPpGFcnZCe7FsBAHaHD.jpeg,mucca,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/farfalla/OIP-FL_E8n3dA_g9YuLrvuRywQHaFY.jpeg,farfalla,gallina
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/gallina/OIP-7mfkhF5dOuWxrXtxpah02AEsCo.jpeg,gallina,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-NqkTgpqZKhQf8CrBsguBNwHaH4.jpeg,cane,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cavallo/OIP-3xr8X78QY3ZljfPkqKbF-QHaHa.jpeg,cavallo,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/gatto/ea36b90c2cf4003ed1584d05fb1d4e9fe777ead218ac104497f5c978a7eebdbb_640.jpg,gatto,scoiattolo
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-oyXE7TPyhzEC8WpUwt8s5gHaFj.jpeg,cane,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/eb34b20a2dfc1c22d2524518b7444f92e37fe5d404b0144390f8c47ba7ebb0_640.jpg,ragno,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cavallo/OIP-Knve0JzUtZ1zfy-GL63fpQHaHQ.jpeg,cavallo,cavallo
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/OIP-NDJS-cBWgvkqjt7k2QrtsAHaE8.jpeg,ragno,pecora
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/scoiattolo/OIP-eBOGY_xCHCf93E4tJ3nHjQHaLJ.jpeg,scoiattolo,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/OIP-ppMTN3R12CSlJRhVMe611wHaIj.jpeg,ragno,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/farfalla/eb35b70a21f2063ed1584d05fb1d4e9fe777ead218ac104497f5c97faeebb5bb_640.jpg,farfalla,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/gatto/ea36b60b2af6073ed1584d05fb1d4e9fe777ead218ac104497f5c978a7eebdbb_640.jpg,gatto,scoiattolo
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/gatto/1192.jpeg,gatto,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/OIP-fr0_XE5NAIkTZg6YN_amiQHaE7.jpeg,ragno,scoiattolo
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cavallo/OIP-AJmS7nh9_gRwXU0kNdUq8wHaE6.jpeg,cavallo,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-8s5kL5ETmSdt7XjoO-5J-gHaE7.jpeg,cane,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/OIP-WXQnawzJnavgJQrAG0hXQwHaE7.jpeg,ragno,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-PI72OVgnbpGuRo4qPXwOgQHaFj.jpeg,cane,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/farfalla/OIP-T80FJQTrh1O28ROLV_oyDgHaHa.jpeg,farfalla,farfalla
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-jB35fgR-eJoEJwSXZatV5AHaHk.jpeg,cane,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cavallo/OIP-QxkyB80-JNxjn267l1t2oQHaLI.jpeg,cavallo,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/OIP-I0CgIpYcvwBVoDgEhOR6KwHaMX.jpeg,ragno,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/gatto/1408.jpeg,gatto,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-NiMLo0xKBwT0USrWGM8VXwHaJ4.jpeg,cane,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cavallo/OIP-0ee38XjYJ5lMmv-ZIhi4MAHaHa.jpeg,cavallo,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/gallina/OIP-IrAPk-lvzosFMD4Pb7y0cwHaFj.jpeg,gallina,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cavallo/OIP-R3__kNktO9XD7al-LEYV_gHaLG.jpeg,cavallo,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/OIP-WFp_Zb4JP9uTn7wgJT_JEAEsD3.jpeg,ragno,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/scoiattolo/OIP-sXsBWYcDPWBK5MUdROls6AHaFc.jpeg,scoiattolo,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/OIP-dr82EbZ0yYZbFLVxgQ2pxQAAAA.jpeg,ragno,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-QhHd05O89rDYMi3-joSwAwHaEK.jpeg,cane,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/pecora/OIP-lLAkD05WLi0pQvykmzYHcgHaFD.jpeg,pecora,pecora
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/gallina/671.jpeg,gallina,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/OIP-cizynxvvC7PenVyqIJ-7iQHaE7.jpeg,ragno,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/elefante/OIP-r6Y24bJ20hSQIxUWGVUhCQHaFj.jpeg,elefante,pecora
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cavallo/OIP-6qY3Kl-V2N1gFEOyB7f5zwHaFe.jpeg,cavallo,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/OIP-DRiL3DgIQpZIbhtCsQBaAAHaF0.jpeg,ragno,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/pecora/OIP-LjQ3OKEIjYKafdVA_3-wHAHaFj.jpeg,pecora,pecora
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/OIP-Xs4VJaimKlGSYynrkjYJ1gHaFj.jpeg,ragno,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/pecora/ea36b20621f0013ed1584d05fb1d4e9fe777ead218ac104497f5c978a6e8b0b1_640.jpg,pecora,pecora
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/gallina/OIP-C--PUldQyV0SyahvD9sgOgHaFj.jpeg,gallina,gallina
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/OIP-C_VsRcn82F7NJcoG-whj3QHaCu.jpeg,ragno,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-g6CiZ45l-zwSTXpEQF8qVQHaIW.jpeg,cane,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/elefante/ea35b90a2cf4093ed1584d05fb1d4e9fe777ead218ac104497f5c978a4eebdbd_640.jpg,elefante,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/farfalla/OIP-IBqr8QOOid0xr88Dsg9-ywHaFj.jpeg,farfalla,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/elefante/OIP-gajSi1snxc3O7GEqMfTuwAHaEr.jpeg,elefante,pecora
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/farfalla/ea36b20c29f3073ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,farfalla,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-JOhDHeDloIkf1KQOmg37oAHaF7.jpeg,cane,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/OIP-4fa_8wPKA1qm-AE5N0NR5gHaFG.jpeg,ragno,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cavallo/OIP-Ca23ef0W6FQVPkgVkDLboQHaFj.jpeg,cavallo,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-_zMo5Tuf5UyDimOFh9gDMAHaHa.jpeg,cane,mucca
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/eb3db50928fc073ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb5b1_640.jpg,ragno,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-n90dhJPengHBDuSM-GNslwHaJt.jpeg,cane,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/farfalla/OIP-zn9k9S-fjvLCqybxjEv0wgHaFk.jpeg,farfalla,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/farfalla/ea36b60e2ef4033ed1584d05fb1d4e9fe777ead218ac104497f5c97faee9bdba_640.jpg,farfalla,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/gallina/OIP-XnZDQTcFycD1YJ2fi68x2QHaGc.jpeg,gallina,cavallo
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/scoiattolo/OIP-IS9eaR6SF6sXVAMg_tGIEgHaFf.jpeg,scoiattolo,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/cane/OIP-HofNw_P5mn1mTmjTNquLjQHaHm.jpeg,cane,cane
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/ea34b40b2afd023ed1584d05fb1d4e9fe777ead218ac104497f5c97ca5ecb5b1_640.jpg,ragno,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/OIP-FpA9zMuS3RQrVPuLStP-DwHaFj.jpeg,ragno,ragno
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/elefante/OIP-SryMN6ARcaOtOB3HWJIyzQHaFj.jpeg,elefante,cavallo
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/pecora/OIP-jOKC1wSBrVHYiM-6yvnQrQHaE8.jpeg,pecora,pecora
/Users/viktorhryshchenko/Projects/design-neural-networks/lab04//raw-img/ragno/OIP-cU0DjP35StUIBo5orf_V4gHaFj.jpeg,ragno,pecora
